,Brand_Name,Variant,Price,Manufacturing_Year,Fuel_type,Kms_run,Engine,Owner,Transmission,Mileage
4495,2016 Hyundai Grand i10,CRDi Asta Option,"6,03,000",2016,Diesel,"23,622 Kms",1120 cc,1st Owner,Manual,21.1 kmpl
4496,2016 Hyundai EON,Era Plus,"3,60,000",2016,Petrol,"33,285 Kms",814 cc,1st Owner,Manual,18.6 kmpl
4497,2015 Hyundai i20,Era 1.2,"5,67,000",2015,Petrol,"39,796 Kms",1197 cc,1st Owner,Manual,21.1 kmpl
4498,2015 Hyundai EON,Magna Plus,"3,47,500",2015,Petrol,"4,924 Kms",814 cc,1st Owner,Manual,20.89 kmpl
4499,2018 Maruti Ignis,1.2 Delta BSIV,"5,32,000",2017,Petrol,"42,206 Kms",1197 cc,1st Owner,Manual,18.15 kmpl
4500,2016 Mahindra KUV 100,mFALCON G80 K8,"4,24,000",2016,Petrol,"19,022 Kms",1198 cc,1st Owner,Manual,18.5 kmpl
4501,2016 Honda Brio,1.2 E MT,"4,31,000",2016,Petrol,"43,771 Kms",1198 cc,1st Owner,Manual,18.9 kmpl
4502,2019 Hyundai Grand i10,1.2 Kappa Sportz BSIV,"6,08,000",2019,Petrol,"9,369 Kms",1197 cc,1st Owner,Manual,19.7 kmpl
4503,2010 Maruti Alto,LXi BSIII,"2,30,500",2010,Petrol,"60,998 Kms",796 cc,1st Owner,Manual,20.36 kmpl
4504,2008 Hyundai i10,Sportz,"2,73,500",2008,Petrol,"93,398 Kms",1197 cc,1st Owner,Automatic,22 kmpl
4505,2018 Renault KWID,Climber 1.0 AMT Opt,"4,99,568",2018,Petrol,"17,000 Kms",999 cc,1st Owner,Manual,18.9 kmpl
4506,2019 Hyundai Grand i10,Sportz,"6,36,500",2019,Petrol,"7,129 Kms",1197 cc,1st Owner,Manual,22.05 kmpl
4507,2015 Maruti Alto 800,VXI,"3,11,500",2015,Petrol,"31,308 Kms",796 cc,2nd Owner,Manual,19.81 kmpl
4508,2008 Hyundai i10,Magna 1.1,"2,41,000",2008,Petrol,"43,582 Kms",1086 cc,2nd Owner,Manual,18.9 kmpl
4509,2013 Hyundai Grand i10,1.2 Kappa Asta,"4,52,760",2013,Petrol,"44,110 Kms",1197 cc,1st Owner,Manual,18.9 kmpl
4510,2016 Hyundai Grand i10,Sportz,"5,26,500",2016,Petrol,"18,740 Kms",1197 cc,1st Owner,Automatic,24.04 kmpl
4511,2018 Renault KWID,1.0 RXT AMT BSIV,"4,77,000",2018,Petrol,"24,416 Kms",999 cc,1st Owner,Automatic,18.2 kmpl
4512,2018 Honda Jazz,V CVT,"7,24,000",2018,Petrol,"19,101 Kms",1199 cc,2nd Owner,Manual,18.7 kmpl
4513,2015 Honda Jazz,1.2 SV i VTEC,"6,11,871",2015,Petrol,"26,166 Kms",1199 cc,1st Owner,Manual,21.74 kmpl
4514,2017 Renault KWID,1.0 RXT Opt,"4,58,532",2017,Petrol,"23,390 Kms",999 cc,1st Owner,Manual,24.7 kmpl
4515,2018 Maruti Alto 800,LXI,"3,57,000",2017,Petrol,"42,752 Kms",796 cc,1st Owner,Manual,23.1 kmpl
4516,2018 Maruti Celerio,ZXI MT BSIV,"4,96,500",2017,Petrol,"20,605 Kms",998 cc,1st Owner,KA53,Comprehensive
4517,2016 Maruti Alto 800,LXI,"3,28,000",2016,Petrol,"53,908 Kms",796 cc,1st Owner,Manual,18.9 kmpl
4518,2019 Hyundai Grand i10,Magna,"5,78,000",2019,Petrol,"21,238 Kms",1197 cc,1st Owner,Manual,19.81 kmpl
4519,2012 Hyundai i10,Magna 1.1L,"3,49,500",2012,Petrol,"30,858 Kms",1086 cc,1st Owner,Automatic,23.1 kmpl
4520,2016 Maruti Celerio,VXI AT,"4,86,326",2016,Petrol,"26,832 Kms",998 cc,1st Owner,Automatic,24.04 kmpl
4521,2018 Renault KWID,1.0 RXT AMT,"4,56,500",2018,Petrol,"21,565 Kms",999 cc,1st Owner,Manual,18.9 kmpl
4522,2017 Hyundai Grand i10,Sportz,"5,62,000",2017,Petrol,"21,163 Kms",1197 cc,1st Owner,Manual,20.36 kmpl
4523,2011 Hyundai i10,Sportz Option,"3,08,500",2011,Petrol,"63,300 Kms",1197 cc,2nd Owner,Manual,20.3 kmpl
4524,2019 Hyundai Santro,Asta BSIV,"5,71,500",2018,Petrol,"21,853 Kms",1086 cc,1st Owner,Automatic,24.04 kmpl
4525,2018 Renault KWID,AMT,"4,67,000",2018,Petrol,"20,965 Kms",999 cc,1st Owner,Manual,18.9 kmpl
4526,2016 Hyundai Grand i10,Sportz,"5,16,000",2016,Petrol,"28,974 Kms",1197 cc,1st Owner,Manual,18.9 kmpl
4527,2017 Hyundai Grand i10,Sportz,"5,10,000",2017,Petrol,"49,814 Kms",1197 cc,1st Owner,Manual,17.5 kmpl
4528,2009 Maruti Swift Dzire,VXi,"3,29,000",2009,Petrol,"86,950 Kms",1298 cc,2nd Owner,Automatic,18.9 kmpl
4529,2015 Hyundai Grand i10,AT Asta,"5,15,500",2015,Petrol,"26,776 Kms",1197 cc,2nd Owner,Manual,19.4 kmpl
4530,2013 Honda Brio,S MT,"3,66,827",2013,Petrol,"51,544 Kms",1198 cc,2nd Owner,KA03,Comprehensive
4531,2013 Hyundai EON,Magna,"2,86,000",2013,Petrol,"34,000 Kms",814 cc,1st Owner,Manual,21.1 kmpl
4532,2018 Hyundai EON,Magna Plus,"3,80,000",2017,Petrol,"15,998 Kms",814 cc,1st Owner,Manual,23.26 kmpl
4533,2010 Maruti Swift Dzire,VXI,"3,62,500",2010,Petrol,"66,749 Kms",1197 cc,2nd Owner,Manual,19.1 kmpl
4534,2013 Maruti Swift Dzire,VXI,"5,02,500",2013,Petrol,"35,949 Kms",1197 cc,1st Owner,Automatic,16.95 kmpl
4535,2013 Hyundai i10,Sportz AT,"3,85,500",2013,Petrol,"55,656 Kms",1197 cc,2nd Owner,Manual,18.6 kmpl
4536,2014 Maruti Swift,ZXI,"4,84,500",2013,Petrol,"57,544 Kms",1197 cc,2nd Owner,Manual,20.85 kmpl
4537,2014 Maruti Swift Dzire,VXI,"5,09,500",2014,Petrol,"86,857 Kms",1197 cc,1st Owner,Manual,23.01 kmpl
4538,2018 Renault KWID,1.0 RXT 02 Anniversary Edition,"4,18,500",2018,Petrol,"25,772 Kms",999 cc,1st Owner,Manual,20.36 kmpl
4539,2011 Hyundai i10,Sportz,"3,44,500",2011,Petrol,"42,631 Kms",1197 cc,1st Owner,Manual,20.36 kmpl
4540,2008 Hyundai i10,Asta 1.2,"2,95,500",2008,Petrol,"62,500 Kms",1197 cc,1st Owner,Automatic,21.63 kmpl
4541,2016 Maruti Celerio,ZXI AMT,"4,61,500",2015,Petrol,"46,103 Kms",998 cc,1st Owner,Manual,20.92 kmpl
4542,2012 Maruti Alto K10,2010-2014 VXI,"2,87,500",2012,Petrol,"59,050 Kms",998 cc,1st Owner,Manual,20.36 kmpl
4543,2010 Hyundai i10,Magna 1.2,"2,84,000",2010,Petrol,"51,503 Kms",1197 cc,2nd Owner,Manual,20.36 kmpl
4544,2009 Hyundai i10,Magna 1.2,"2,65,000",2009,Petrol,"79,209 Kms",1197 cc,2nd Owner,Automatic,21.63 kmpl
4545,2018 Maruti Celerio,VXi AMT,"4,97,500",2018,Petrol,"20,675 Kms",998 cc,1st Owner,Manual,21.4 kmpl
4546,2017 Maruti Baleno,1.2 Delta,"6,26,500",2016,Petrol,"30,870 Kms",1197 cc,1st Owner,Automatic,23.84 kmpl
4547,2020 Tata Tiago,XZA Plus AMT,"6,63,500",2019,Petrol,"28,656 Kms",1199 cc,1st Owner,Manual,27.3 kmpl
4548,2015 Honda Jazz,1.5 V i DTEC,"5,83,000",2015,Diesel,"56,410 Kms",1498 cc,1st Owner,Manual,18.6 kmpl
4549,2014 Hyundai i20,Asta 1.2,"5,67,500",2014,Petrol,"40,679 Kms",1197 cc,1st Owner,Manual,18.3 kmpl
4550,2012 Toyota Etios Liva,V,"3,68,500",2012,Petrol,"34,981 Kms",1197 cc,1st Owner,Manual,16.11 kmpl
4551,2018 Maruti Eeco,5 Seater AC,"4,45,500",2018,Petrol,"22,004 Kms",1196 cc,1st Owner,Manual,23.84 kmpl
4552,2017 Tata Tiago,1.2 Revotron XZ,"4,78,500",2016,Petrol,"73,108 Kms",1199 cc,1st Owner,Automatic,22 kmpl
4553,2019 Maruti Swift,AMT ZXI Plus BSIV,"7,44,000",2018,Petrol,"28,782 Kms",1197 cc,1st Owner,Manual,16.8 kmpl
4554,2019 Kia Seltos,HTK Plus G,"13,10,000",2019,Petrol,"4,236 Kms",1497 cc,1st Owner,Manual,20.36 kmpl
4555,2011 Hyundai i10,Sportz,"3,17,500",2011,Petrol,"24,383 Kms",1197 cc,1st Owner,Manual,28.09 kmpl
4556,2017 Maruti Ciaz,1.3 Alpha,"7,91,000",2017,Diesel,"45,645 Kms",1248 cc,1st Owner,Manual,20.73 kmpl
4557,2015 Maruti Ciaz,ZXi,"5,65,000",2015,Petrol,"144,339 Kms",1373 cc,1st Owner,Manual,18.7 kmpl
4558,2016 Honda Jazz,1.2 V i VTEC,"6,19,000",2016,Petrol,"23,720 Kms",1199 cc,1st Owner,KA53,Comprehensive
4559,2014 Skoda Rapid,1.6 TDI Elegance,"4,40,700",2013,Diesel,"104,201 Kms",1598 cc,2nd Owner,Manual,20.77 kmpl
4560,2015 Maruti Ertiga,ZDI,"7,10,000",2015,Diesel,"61,758 Kms",1248 cc,1st Owner,Manual,20.5 kmpl
4561,2014 Skoda Rapid,1.6 TDI Elegance,"4,45,000",2013,Diesel,"104,308 Kms",1598 cc,2nd Owner,Manual,22.74 kmpl
4562,2013 Maruti Alto 800,LXI,"2,49,000",2013,Petrol,"25,228 Kms",796 cc,2nd Owner,Manual,17.01 kmpl
4563,2013 Hyundai Verna,1.6 EX VTVT,"4,83,000",2013,Petrol,"71,893 Kms",1591 cc,2nd Owner,Manual,22.32 kmpl
4564,2012 Hyundai Verna,1.6 SX,"5,01,000",2012,Diesel,"99,274 Kms",1582 cc,1st Owner,Manual,16.47 kmpl
4565,2013 Volkswagen Polo,1.2 MPI Comfortline,"4,27,000",2013,Petrol,"82,075 Kms",1198 cc,1st Owner,Automatic,22 kmpl
4566,2018 Renault KWID,Climber 1.0 AMT Opt,"4,99,568",2018,Petrol,"17,000 Kms",999 cc,1st Owner,Manual,18.9 kmpl
4567,2019 Hyundai Grand i10,Sportz,"6,36,500",2019,Petrol,"7,129 Kms",1197 cc,1st Owner,Manual,22.05 kmpl
4568,2015 Maruti Alto 800,VXI,"3,11,500",2015,Petrol,"31,308 Kms",796 cc,2nd Owner,Manual,19.81 kmpl
4569,2008 Hyundai i10,Magna 1.1,"2,41,000",2008,Petrol,"43,582 Kms",1086 cc,2nd Owner,Manual,18.9 kmpl
4570,2013 Hyundai Grand i10,1.2 Kappa Asta,"4,52,760",2013,Petrol,"44,110 Kms",1197 cc,1st Owner,Manual,22.9 kmpl
4571,2011 Maruti Swift,VDI,"4,29,500",2011,Diesel,"86,880 Kms",1248 cc,1st Owner,Automatic,21.63 kmpl
4572,2015 Maruti Celerio,ZXI AMT,"4,10,000",2015,Petrol,"50,200 Kms",998 cc,2nd Owner,Manual,18.49 kmpl
4573,2015 Mahindra TUV 300,T8,"7,13,000",2015,Diesel,"471,000 Kms",1493 cc,1st Owner,Manual,18.49 kmpl
4574,2017 Mahindra TUV 300,T8,"7,39,000",2016,Diesel,"115,323 Kms",1493 cc,2nd Owner,Manual,19.81 kmpl
4575,2011 Hyundai i10,Era,"2,84,000",2011,Petrol,"53,464 Kms",1086 cc,2nd Owner,Manual,21.7 kmpl
4576,2014 Ford Ecosport,Titanium Diesel,"6,22,500",2014,Diesel,"62,204 Kms",1498 cc,2nd Owner,Manual,15.81 kmpl
4577,2020 MG Hector,Hybrid Sharp MT,"19,03,500",2020,Petrol,"9,097 Kms",1451 cc,1st Owner,Manual,16.11 kmpl
4578,2019 Maruti Eeco,5 Seater AC,"4,30,000",2019,Petrol,"34,350 Kms",1196 cc,1st Owner,Manual,18 kmpl
4579,2015 Honda Amaze,S i-Vtech,"4,57,500",2015,Petrol,"59,439 Kms",1198 cc,1st Owner,Manual,24.3 kmpl
4580,2017 Maruti Vitara Brezza,VDi,"8,60,000",2017,Diesel,"72,431 Kms",1248 cc,1st Owner,Automatic,17.1 kmpl
4581,2017 Honda Jazz,V CVT,"6,73,500",2017,Petrol,"64,317 Kms",1199 cc,2nd Owner,Manual,20.3 kmpl
4582,2019 Hyundai Santro,Asta,"5,83,500",2019,Petrol,"19,987 Kms",1086 cc,1st Owner,Manual,24.4 kmpl
4583,2017 Ford Figo,Titanium Diesel,"5,81,000",2017,Diesel,"5,545 Kms",1499 cc,1st Owner,Automatic,21.58 kmpl
4584,2015 Tata Zest,Quadrajet 1.3 XTA,"4,49,500",2015,Diesel,"53,737 Kms",1248 cc,1st Owner,Manual,18.7 kmpl
4585,2017 Honda Jazz,1.2 S i VTEC,"6,51,000",2017,Petrol,"44,490 Kms",1199 cc,1st Owner,Manual,23.01 kmpl
4586,2018 Renault KWID,1.0 RXT Optional,"4,44,500",2018,Petrol,"22,912 Kms",999 cc,1st Owner,Manual,20.36 kmpl
4587,2009 Hyundai i10,Magna 1.2,"2,96,000",2009,Petrol,"26,213 Kms",1197 cc,1st Owner,Manual,22 kmpl
4588,2018 Maruti Swift Dzire,VXI 1.2 BS IV,"7,06,000",2018,Petrol,"26,453 Kms",1197 cc,1st Owner,Manual,24 kmpl
4589,2016 Hyundai Grand i10,CRDi Asta Option,"6,03,000",2016,Diesel,"23,622 Kms",1120 cc,1st Owner,Manual,21.1 kmpl
4590,2016 Hyundai EON,Era Plus,"3,60,000",2016,Petrol,"33,285 Kms",814 cc,1st Owner,Manual,18.6 kmpl
4591,2015 Hyundai i20,Era 1.2,"5,67,000",2015,Petrol,"39,796 Kms",1197 cc,1st Owner,Manual,21.1 kmpl
4592,2015 Hyundai EON,Magna Plus,"3,47,500",2015,Petrol,"4,924 Kms",814 cc,1st Owner,Manual,20.89 kmpl
4593,2018 Maruti Ignis,1.2 Delta BSIV,"5,32,000",2017,Petrol,"42,206 Kms",1197 cc,1st Owner,Manual,18.15 kmpl
4594,2016 Mahindra KUV 100,mFALCON G80 K8,"4,24,000",2016,Petrol,"19,022 Kms",1198 cc,1st Owner,Manual,18.5 kmpl
4595,2016 Honda Brio,1.2 E MT,"4,31,000",2016,Petrol,"43,771 Kms",1198 cc,1st Owner,Manual,18.9 kmpl
4596,2019 Hyundai Grand i10,1.2 Kappa Sportz BSIV,"6,08,000",2019,Petrol,"9,369 Kms",1197 cc,1st Owner,Manual,19.7 kmpl
4597,2010 Maruti Alto,LXi BSIII,"2,30,500",2010,Petrol,"60,998 Kms",796 cc,1st Owner,Manual,20.36 kmpl
4598,2008 Hyundai i10,Sportz,"2,73,500",2008,Petrol,"93,398 Kms",1197 cc,1st Owner,Automatic,22 kmpl
4599,2018 Renault KWID,Climber 1.0 AMT Opt,"4,99,568",2018,Petrol,"17,000 Kms",999 cc,1st Owner,Manual,18.9 kmpl
4600,2019 Hyundai Grand i10,Sportz,"6,36,500",2019,Petrol,"7,129 Kms",1197 cc,1st Owner,Manual,22.05 kmpl
4601,2015 Maruti Alto 800,VXI,"3,11,500",2015,Petrol,"31,308 Kms",796 cc,2nd Owner,Manual,19.81 kmpl
4602,2008 Hyundai i10,Magna 1.1,"2,41,000",2008,Petrol,"43,582 Kms",1086 cc,2nd Owner,Manual,18.9 kmpl
4603,2013 Hyundai Grand i10,1.2 Kappa Asta,"4,52,760",2013,Petrol,"44,110 Kms",1197 cc,1st Owner,Manual,18.9 kmpl
4604,2016 Hyundai Grand i10,Sportz,"5,26,500",2016,Petrol,"18,740 Kms",1197 cc,1st Owner,Automatic,24.04 kmpl
4605,2018 Renault KWID,1.0 RXT AMT BSIV,"4,77,000",2018,Petrol,"24,416 Kms",999 cc,1st Owner,Automatic,18.2 kmpl
4606,2018 Honda Jazz,V CVT,"7,24,000",2018,Petrol,"19,101 Kms",1199 cc,2nd Owner,Manual,18.7 kmpl
4607,2015 Honda Jazz,1.2 SV i VTEC,"6,11,871",2015,Petrol,"26,166 Kms",1199 cc,1st Owner,Manual,21.74 kmpl
4608,2017 Renault KWID,1.0 RXT Opt,"4,58,532",2017,Petrol,"23,390 Kms",999 cc,1st Owner,Manual,24.7 kmpl
4609,2018 Maruti Alto 800,LXI,"3,57,000",2017,Petrol,"42,752 Kms",796 cc,1st Owner,Manual,23.1 kmpl
4610,2018 Maruti Celerio,ZXI MT BSIV,"4,96,500",2017,Petrol,"20,605 Kms",998 cc,1st Owner,KA53,Comprehensive
4611,2016 Maruti Alto 800,LXI,"3,28,000",2016,Petrol,"53,908 Kms",796 cc,1st Owner,Manual,18.9 kmpl
4612,2019 Hyundai Grand i10,Magna,"5,78,000",2019,Petrol,"21,238 Kms",1197 cc,1st Owner,Manual,19.81 kmpl
4613,2012 Hyundai i10,Magna 1.1L,"3,49,500",2012,Petrol,"30,858 Kms",1086 cc,1st Owner,Automatic,23.1 kmpl
4614,2016 Maruti Celerio,VXI AT,"4,86,326",2016,Petrol,"26,832 Kms",998 cc,1st Owner,Automatic,24.04 kmpl
4615,2018 Renault KWID,1.0 RXT AMT,"4,56,500",2018,Petrol,"21,565 Kms",999 cc,1st Owner,Manual,18.9 kmpl
4616,2017 Hyundai Grand i10,Sportz,"5,62,000",2017,Petrol,"21,163 Kms",1197 cc,1st Owner,Manual,20.36 kmpl
4617,2011 Hyundai i10,Sportz Option,"3,08,500",2011,Petrol,"63,300 Kms",1197 cc,2nd Owner,Manual,20.3 kmpl
4618,2019 Hyundai Santro,Asta BSIV,"5,71,500",2018,Petrol,"21,853 Kms",1086 cc,1st Owner,Automatic,24.04 kmpl
4619,2018 Renault KWID,AMT,"4,67,000",2018,Petrol,"20,965 Kms",999 cc,1st Owner,Manual,18.9 kmpl
4620,2016 Hyundai Grand i10,Sportz,"5,16,000",2016,Petrol,"28,974 Kms",1197 cc,1st Owner,Manual,18.9 kmpl
4621,2017 Hyundai Grand i10,Sportz,"5,10,000",2017,Petrol,"49,814 Kms",1197 cc,1st Owner,Manual,17.5 kmpl
4622,2009 Maruti Swift Dzire,VXi,"3,29,000",2009,Petrol,"86,950 Kms",1298 cc,2nd Owner,Automatic,18.9 kmpl
4623,2015 Hyundai Grand i10,AT Asta,"5,15,500",2015,Petrol,"26,776 Kms",1197 cc,2nd Owner,Manual,19.4 kmpl
4624,2013 Honda Brio,S MT,"3,66,827",2013,Petrol,"51,544 Kms",1198 cc,2nd Owner,KA03,Comprehensive
4625,2013 Hyundai EON,Magna,"2,86,000",2013,Petrol,"34,000 Kms",814 cc,1st Owner,Manual,21.1 kmpl
4626,2018 Hyundai EON,Magna Plus,"3,80,000",2017,Petrol,"15,998 Kms",814 cc,1st Owner,Manual,23.26 kmpl
4627,2010 Maruti Swift Dzire,VXI,"3,62,500",2010,Petrol,"66,749 Kms",1197 cc,2nd Owner,Manual,19.1 kmpl
4628,2013 Maruti Swift Dzire,VXI,"5,02,500",2013,Petrol,"35,949 Kms",1197 cc,1st Owner,Automatic,16.95 kmpl
4629,2013 Hyundai i10,Sportz AT,"3,85,500",2013,Petrol,"55,656 Kms",1197 cc,2nd Owner,Manual,18.6 kmpl
4630,2014 Maruti Swift,ZXI,"4,84,500",2013,Petrol,"57,544 Kms",1197 cc,2nd Owner,Manual,20.85 kmpl
4631,2014 Maruti Swift Dzire,VXI,"5,09,500",2014,Petrol,"86,857 Kms",1197 cc,1st Owner,Manual,23.01 kmpl
4632,2018 Renault KWID,1.0 RXT 02 Anniversary Edition,"4,18,500",2018,Petrol,"25,772 Kms",999 cc,1st Owner,Manual,20.36 kmpl
4633,2011 Hyundai i10,Sportz,"3,44,500",2011,Petrol,"42,631 Kms",1197 cc,1st Owner,Manual,20.36 kmpl
4634,2008 Hyundai i10,Asta 1.2,"2,95,500",2008,Petrol,"62,500 Kms",1197 cc,1st Owner,Automatic,21.63 kmpl
4635,2016 Maruti Celerio,ZXI AMT,"4,61,500",2015,Petrol,"46,103 Kms",998 cc,1st Owner,Manual,20.92 kmpl
4636,2012 Maruti Alto K10,2010-2014 VXI,"2,87,500",2012,Petrol,"59,050 Kms",998 cc,1st Owner,Manual,20.36 kmpl
4637,2010 Hyundai i10,Magna 1.2,"2,84,000",2010,Petrol,"51,503 Kms",1197 cc,2nd Owner,Manual,20.36 kmpl
4638,2009 Hyundai i10,Magna 1.2,"2,65,000",2009,Petrol,"79,209 Kms",1197 cc,2nd Owner,Automatic,21.63 kmpl
4639,2018 Maruti Celerio,VXi AMT,"4,97,500",2018,Petrol,"20,675 Kms",998 cc,1st Owner,Manual,21.4 kmpl
4640,2017 Maruti Baleno,1.2 Delta,"6,26,500",2016,Petrol,"30,870 Kms",1197 cc,1st Owner,Automatic,23.84 kmpl
4641,2020 Tata Tiago,XZA Plus AMT,"6,63,500",2019,Petrol,"28,656 Kms",1199 cc,1st Owner,Manual,27.3 kmpl
4642,2015 Honda Jazz,1.5 V i DTEC,"5,83,000",2015,Diesel,"56,410 Kms",1498 cc,1st Owner,Manual,18.6 kmpl
4643,2014 Hyundai i20,Asta 1.2,"5,67,500",2014,Petrol,"40,679 Kms",1197 cc,1st Owner,Manual,18.3 kmpl
4644,2012 Toyota Etios Liva,V,"3,68,500",2012,Petrol,"34,981 Kms",1197 cc,1st Owner,Manual,16.11 kmpl
4645,2018 Maruti Eeco,5 Seater AC,"4,45,500",2018,Petrol,"22,004 Kms",1196 cc,1st Owner,Manual,23.84 kmpl
4646,2017 Tata Tiago,1.2 Revotron XZ,"4,78,500",2016,Petrol,"73,108 Kms",1199 cc,1st Owner,Automatic,22 kmpl
4647,2019 Maruti Swift,AMT ZXI Plus BSIV,"7,44,000",2018,Petrol,"28,782 Kms",1197 cc,1st Owner,Manual,16.8 kmpl
4648,2019 Kia Seltos,HTK Plus G,"13,10,000",2019,Petrol,"4,236 Kms",1497 cc,1st Owner,Manual,20.36 kmpl
4649,2011 Hyundai i10,Sportz,"3,17,500",2011,Petrol,"24,383 Kms",1197 cc,1st Owner,Manual,28.09 kmpl
4650,2017 Maruti Ciaz,1.3 Alpha,"7,91,000",2017,Diesel,"45,645 Kms",1248 cc,1st Owner,Manual,20.73 kmpl
4651,2015 Maruti Ciaz,ZXi,"5,65,000",2015,Petrol,"144,339 Kms",1373 cc,1st Owner,Manual,18.7 kmpl
4652,2016 Honda Jazz,1.2 V i VTEC,"6,19,000",2016,Petrol,"23,720 Kms",1199 cc,1st Owner,KA53,Comprehensive
4653,2014 Skoda Rapid,1.6 TDI Elegance,"4,40,700",2013,Diesel,"104,201 Kms",1598 cc,2nd Owner,Manual,20.77 kmpl
4654,2015 Maruti Ertiga,ZDI,"7,10,000",2015,Diesel,"61,758 Kms",1248 cc,1st Owner,Manual,20.5 kmpl
4655,2014 Skoda Rapid,1.6 TDI Elegance,"4,45,000",2013,Diesel,"104,308 Kms",1598 cc,2nd Owner,Manual,22.74 kmpl
4656,2013 Maruti Alto 800,LXI,"2,49,000",2013,Petrol,"25,228 Kms",796 cc,2nd Owner,Manual,17.01 kmpl
4657,2013 Hyundai Verna,1.6 EX VTVT,"4,83,000",2013,Petrol,"71,893 Kms",1591 cc,2nd Owner,Manual,22.32 kmpl
4658,2012 Hyundai Verna,1.6 SX,"5,01,000",2012,Diesel,"99,274 Kms",1582 cc,1st Owner,Manual,16.47 kmpl
4659,2013 Volkswagen Polo,1.2 MPI Comfortline,"4,27,000",2013,Petrol,"82,075 Kms",1198 cc,1st Owner,Automatic,22 kmpl
4660,2018 Renault KWID,Climber 1.0 AMT Opt,"4,99,568",2018,Petrol,"17,000 Kms",999 cc,1st Owner,Manual,18.9 kmpl
4661,2019 Hyundai Grand i10,Sportz,"6,36,500",2019,Petrol,"7,129 Kms",1197 cc,1st Owner,Manual,22.05 kmpl
4662,2015 Maruti Alto 800,VXI,"3,11,500",2015,Petrol,"31,308 Kms",796 cc,2nd Owner,Manual,19.81 kmpl
4663,2008 Hyundai i10,Magna 1.1,"2,41,000",2008,Petrol,"43,582 Kms",1086 cc,2nd Owner,Manual,18.9 kmpl
4664,2013 Hyundai Grand i10,1.2 Kappa Asta,"4,52,760",2013,Petrol,"44,110 Kms",1197 cc,1st Owner,Manual,22.9 kmpl
4665,2011 Maruti Swift,VDI,"4,29,500",2011,Diesel,"86,880 Kms",1248 cc,1st Owner,Automatic,21.63 kmpl
4666,2015 Maruti Celerio,ZXI AMT,"4,10,000",2015,Petrol,"50,200 Kms",998 cc,2nd Owner,Manual,18.49 kmpl
4667,2015 Mahindra TUV 300,T8,"7,13,000",2015,Diesel,"471,000 Kms",1493 cc,1st Owner,Manual,18.49 kmpl
4668,2017 Mahindra TUV 300,T8,"7,39,000",2016,Diesel,"115,323 Kms",1493 cc,2nd Owner,Manual,19.81 kmpl
4669,2011 Hyundai i10,Era,"2,84,000",2011,Petrol,"53,464 Kms",1086 cc,2nd Owner,Manual,21.7 kmpl
4670,2014 Ford Ecosport,Titanium Diesel,"6,22,500",2014,Diesel,"62,204 Kms",1498 cc,2nd Owner,Manual,15.81 kmpl
4671,2020 MG Hector,Hybrid Sharp MT,"19,03,500",2020,Petrol,"9,097 Kms",1451 cc,1st Owner,Manual,16.11 kmpl
4672,2019 Maruti Eeco,5 Seater AC,"4,30,000",2019,Petrol,"34,350 Kms",1196 cc,1st Owner,Manual,18 kmpl
4673,2015 Honda Amaze,S i-Vtech,"4,57,500",2015,Petrol,"59,439 Kms",1198 cc,1st Owner,Manual,24.3 kmpl
4674,2017 Maruti Vitara Brezza,VDi,"8,60,000",2017,Diesel,"72,431 Kms",1248 cc,1st Owner,Automatic,17.1 kmpl
4675,2017 Honda Jazz,V CVT,"6,73,500",2017,Petrol,"64,317 Kms",1199 cc,2nd Owner,Manual,20.3 kmpl
4676,2019 Hyundai Santro,Asta,"5,83,500",2019,Petrol,"19,987 Kms",1086 cc,1st Owner,Manual,24.4 kmpl
4677,2017 Ford Figo,Titanium Diesel,"5,81,000",2017,Diesel,"5,545 Kms",1499 cc,1st Owner,Automatic,21.58 kmpl
4678,2015 Tata Zest,Quadrajet 1.3 XTA,"4,49,500",2015,Diesel,"53,737 Kms",1248 cc,1st Owner,Manual,18.7 kmpl
4679,2017 Honda Jazz,1.2 S i VTEC,"6,51,000",2017,Petrol,"44,490 Kms",1199 cc,1st Owner,Manual,23.01 kmpl
4680,2018 Renault KWID,1.0 RXT Optional,"4,44,500",2018,Petrol,"22,912 Kms",999 cc,1st Owner,Manual,20.36 kmpl
4681,2009 Hyundai i10,Magna 1.2,"2,96,000",2009,Petrol,"26,213 Kms",1197 cc,1st Owner,Manual,22 kmpl
4682,2018 Maruti Swift Dzire,VXI 1.2 BS IV,"7,06,000",2018,Petrol,"26,453 Kms",1197 cc,1st Owner,Manual,24 kmpl
4683,2016 Hyundai Grand i10,CRDi Asta Option,"6,03,000",2016,Diesel,"23,622 Kms",1120 cc,1st Owner,Manual,21.1 kmpl
4684,2016 Hyundai EON,Era Plus,"3,60,000",2016,Petrol,"33,285 Kms",814 cc,1st Owner,Manual,18.6 kmpl
4685,2015 Hyundai i20,Era 1.2,"5,67,000",2015,Petrol,"39,796 Kms",1197 cc,1st Owner,Manual,21.1 kmpl
4686,2015 Hyundai EON,Magna Plus,"3,47,500",2015,Petrol,"4,924 Kms",814 cc,1st Owner,Manual,20.89 kmpl
4687,2018 Maruti Ignis,1.2 Delta BSIV,"5,32,000",2017,Petrol,"42,206 Kms",1197 cc,1st Owner,Manual,18.15 kmpl
